name,summary,home_page,layer,dependent_number,dependency
cycle-prediction,A package to train and predict the end of a process from        history logs,https://github.com/fazaki/cycle_prediction/tree/master,2,,tensorflow-estimator
decaptcha,A GUI automation Python module for solving Google reCAPTCHA v2,https://github.com/balanceofprobability/decaptcha,2,,tensorflow-estimator
dmae,TensorFlow implementation of the dissimilarity mixture autoencoder (DMAE),https://dmae.readthedocs.io/en/latest/,2,,tensorflow-estimator
dmae-gpu,TensorFlow implementation of the dissimilarity mixture autoencoder (DMAE),https://dmae.readthedocs.io/en/latest/,2,,tensorflow-estimator
entity-embeddings-categorical,,https://github.com/bresan/entity_embeddings_categorical,2,1.0,tensorflow-estimator
face-detector,State-of-the-art face detection and landmarks localization,https://github.com/roj4s/face_detector,2,,tensorflow-estimator
fancy-nlp,NLP for humans,https://github.com/boat-group/fancy-nlp,2,,tensorflow-estimator
gamestonk-terminal,Financial instrument information gathering tool,https://github.com/DidierRLopes/GamestonkTerminal,2,,tensorflow-estimator
gordo-client,Gordo client,https://github.com/equinor/gordo-client,2,1.0,tensorflow-estimator
gordo.client,Gordo client,https://github.com/equinor/gordo-client,2,1.0,tensorflow-estimator
grai-One-Vip-Profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
grai-One-Vip-profiler,GrAIOne and GrAIVip Profiler,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
grai-profiler-one-vip,GrAIOne and GrAIVip Profiler,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
graiProfiler,Profiler for GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
grr-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
hclctpm,HCLCTPM: Heterogeneous Casual Learning Continuous Treatment Policy Matching.,https://github.com/willzyz/hclctpm,2,,tensorflow-estimator
hindi-wsd,A pipeline for transliteration of hinglish code mixed data to hindi along with spell correction and word sense disambiguation of hindi words.,https://github.com/praatibhsurana/Hinglish_Hindi_WSD,2,,tensorflow-estimator
hindiwsd,A pipeline for transliteration of hinglish code mixed data to hindi along with spell correction and word sense disambiguation of hindi words.,https://github.com/praatibhsurana/Hinglish_Hindi_WSD,2,,tensorflow-estimator
ignnition,Library for fast prototyping of GNN,https://ignnition.net/,2,,tensorflow-estimator
insight-extractor,Identify Insights in Full Text Documents,https://github.com/NoahFinberg/insight_extractor,2,,tensorflow-estimator
intel-tensorflow,TensorFlow is an open source machine learning framework for everyone.,https://www.tensorflow.org/,2,,tensorflow-estimator
intel-tensorflow-avx512,TensorFlow is an open source machine learning framework for everyone.,https://www.tensorflow.org/,2,,tensorflow-estimator
iqradre,,https://github.com/nunenuh/iqradre,2,,tensorflow-estimator
ivystar,python tools package of ivystar,,2,1.0,tensorflow-estimator
keras-vggface-deploy,VGGFace implementation with Keras framework,https://github.com/rcmalli/keras-vggface,2,,tensorflow-estimator
lightelligence-sdk,Lightelligence SDK for running on OPUs.,,2,,tensorflow-estimator
m3-dl,this is a description,https://github.com/abhinavsingh/proxy.py,2,1.0,tensorflow-estimator
mAdvisor,An automated AI/ML solution from Marlabs,https://www.marlabs.com/platforms/cognitive-computing-AI-ML-platform/,2,,tensorflow-estimator
madan,Open source ai library,https://github.com/MadanBaduwal/ai_library,2,,tensorflow-estimator
mapyllary,Unofficial Mapillary API,https://github.com/boycetsang/mapyllary/blob/main/README.md,2,,tensorflow-estimator
mathreader,,https://github.com/carolreis/mathreader,2,,tensorflow-estimator
minapip1,kjdfdlsjlkdfl,https://www.innovsoltech.com/,2,,tensorflow-estimator
minapipe,this first test pipe,https://www.innovsoltech.com/,2,,tensorflow-estimator
minapipe1,this first test pipe,https://www.innovsoltech.com/,2,,tensorflow-estimator
ml4ir,Machine Learning libraries for Information Retrieval,https://www.salesforce.com/,2,,tensorflow-estimator
mmm-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
mnist-detect,mnist-test model,,2,,tensorflow-estimator
musicalrobot,A package for high-throughput measurement of deep eutectic solvents’ melting point using IR bolometry,https://github.com/pozzocapstone/musical-robot,2,,tensorflow-estimator
mymetal,MeBiPred,,2,,tensorflow-estimator
nasbench301,A surrogate benchmark for neural architecture search,https://github.com/automl/nasbench301,2,,tensorflow-estimator
naszilla,python framework for NAS algorithms on benchmark search spaces,https://github.com/naszilla/naszilla,2,,tensorflow-estimator
neurocat,Interface Design for Neurocat's Research Engineer Test,,2,,tensorflow-estimator
nn-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
norse,A library for deep learning with spiking neural networks,http://github.com/norse/norse,2,,tensorflow-estimator
ntap,NTAP - CSSL,https://github.com/USC-CSSL/NTAP,2,,tensorflow-estimator
obfuscated-convo-new-version-abdo,Convo: the AI powered chatbot API 2.0,,2,,tensorflow-estimator
omdenalore,AI for Good library,https://omdena.com/omdenalore/,2,,tensorflow-estimator
omolab-conf-analysis,Uses PCA and K-means clustering to separate conformational ensembles. (xyz-files only),https://github.com/mattnw1/Conformational_Analysis,2,,tensorflow-estimator
pangsitpy,"Pangsit(py) is my starter pack framework represented in Python to deal with learning computing such as Machine/Deep Learning, Data Science, etc.",https://github.com/dalikewara/pangsitpy,2,,tensorflow-estimator
papyrus-ai,High-level grammar interface for ML,https://github.com/Palashio/papyrus,2,,tensorflow-estimator
payment-text-parser,Parser for entity/address free text (based on libpostal/spacy),https://gitlab.com/alpina-analytics/payment_text_parser.git,2,1.0,tensorflow-estimator
pitchr,A Python library and framework for composing and playing music.,https://github.com/thedpws/pitcher,2,,tensorflow-estimator
rasa,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://rasa.com,2,18.0,tensorflow-estimator
rhme,,https://github.com/carolreis/handwritten-mathematical-expressions-recognition,2,,tensorflow-estimator
run-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
sentiment-analysis-csci-e89,Package for end to end setiment analysis using Neural Architectures,https://github.com/stefano10p/-sentiment_analysis_csci_e89-,2,,tensorflow-estimator
smenan,Developed for Sade Tech. Corp.,https://github.com/Flowmot1on/smart-energy-planner,2,,tensorflow-estimator
soundpy,A research-based framework for exploring sound as well as machine learning in the context of sound.,https://github.com/a-n-rose/Python-Sound-Tool,2,,tensorflow-estimator
stlearn,A downstream analysis toolkit for Spatial Transcriptomic data,https://github.com/BiomedicalMachineLearning/stLearn,2,,tensorflow-estimator
summit,Tools for optimizing chemical processes,https://github.com/sustainable-processes/summit,2,,tensorflow-estimator
tableqa,Tool for querying natural language on tabular data,https://github.com/abhijithneilabraham/tableQA,2,,tensorflow-estimator
tensorflow,TensorFlow is an open source machine learning framework for everyone.,https://www.tensorflow.org/,2,,tensorflow-estimator
tensorflow-aarch64,TensorFlow is an open source machine learning framework for everyone.,https://www.tensorflow.org/,2,,tensorflow-estimator
tensorflow-ascend,TensorFlow is an open source machine learning framework for everyone.,https://www.tensorflow.org/,2,,tensorflow-estimator
tensorflow-cpu,TensorFlow is an open source machine learning framework for everyone.,https://www.tensorflow.org/,2,,tensorflow-estimator
tensorflow-directml,TensorFlow is an open source machine learning framework for everyone.,https://github.com/microsoft/tensorflow-directml,2,,tensorflow-estimator
tensorflow-gpu,TensorFlow is an open source machine learning framework for everyone.,https://www.tensorflow.org/,2,194.0,tensorflow-estimator
tensorflow-macos,TensorFlow is an open source machine learning framework for everyone.,https://www.tensorflow.org/,2,1.0,tensorflow-estimator
tensorflow-neuron,TensorFlow is an open source machine learning framework for everyone.,https://www.tensorflow.org/,2,,tensorflow-estimator
tensorflow-privacy,,https://github.com/tensorflow/privacy,2,5.0,tensorflow-estimator
tensorflow-rocm,TensorFlow is an open source machine learning framework for everyone.,https://www.tensorflow.org/,2,,tensorflow-estimator
tensorflow-rocm-enhanced,TensorFlow is an open source machine learning framework for everyone.,https://www.tensorflow.org/,2,,tensorflow-estimator
tensorflow-tflex,TensorFlow is an open source machine learning framework for everyone.,https://www.tensorflow.org/,2,1.0,tensorflow-estimator
tfjeeves,Utilities to help train models with tensorflow2 and keras,https://github.com/soumendra/tfjeeves,2,,tensorflow-estimator
tflite-model-maker-nightly,TFLite Model Maker: a model customization library for on-device applications.,http://github.com/tensorflow/examples,2,,tensorflow-estimator
tnk,tensor-numpy-keras,https://github.com/inagen/tnk,2,,tensorflow-estimator
topicmodels,A package for topic modelling in python.,https://github.com/AmitKumarKushwaha/topicmodeling,2,,tensorflow-estimator
treform,A text mining tool for Korean and English,https://github.com/MinSong2/treform,2,1.0,tensorflow-estimator
virtual-scanner,Virtual Scanner educational tool for MRI,https://github.com/imr-framework/virtual-scanner,2,,tensorflow-estimator
vitamin-b,A user-friendly machine learning Bayesian inference library,https://github.com/hagabbar/vitamin_b,2,,tensorflow-estimator
xplainer,xplainer.ai toolkit enables developers to explore predictions of their deep learning models. Focused on image classification and TensorFlow 2+.,https://github.com/liborvaneksw/xplainer,2,,tensorflow-estimator
yonlu,A deep learning based natural language understanding module,https://github.com/MinSong2/yonlu,2,,tensorflow-estimator
zzProfiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
fedjax,Federated learning simulation with JAX.,https://github.com/google/fedjax,2,,tensorflow-federated
ganondorf,A Gan Medical Image Segmentation Federated Learning Framework,,2,,tensorflow-federated
ganpy,A Gan Medical Image Segmentation Federated Learning Framework,,2,,tensorflow-federated
tff-utils,,,2,,tensorflow-federated-nightly
Bert2TF,"A framework for load pre trained model, like bert gpt2 etc",https://github.com/xiongma/bert2tf,2,,tensorflow-gpu
DataProfiler,"What is in your data? Detect schema, statistics and entities in almost any file.",https://github.com/capitalone/data-profiler,2,1.0,tensorflow-gpu
DeepSR,A framework for the task of Super Resolution with Deep Learning Algorithms based on Keras framework.,https://github.com/htemiz/DeepSR,2,,tensorflow-gpu
DeepSpectrum,,https://github.com/DeepSpectrum/DeepSpectrum,2,,tensorflow-gpu
Homevee,Dein neues Smarthome-System!,https://bitbucket.org/homevee/homevee,2,,tensorflow-gpu
Img2Vec,{'An implementation for Img2Vec.'},https://github.com/fpsandnoob/img2vec,2,,tensorflow-gpu
JLpyUtils,General utilities to streamline data science and machine learning routines in python,https://github.com/jlnerd/JLpyUtils.git,2,,tensorflow-gpu
Keras-TextClassification,chinese text classification of keras,https://github.com/yongzhuo/Keras-TextClassification,2,,tensorflow-gpu
ML-IIITL,A helping package for ML written by Sankalp,https://github.com/Sankalp7943/optimisers-pypi-dev,2,,tensorflow-gpu
NLP-LIB,Python library for Language Model / Finetune using Transformer based models.,https://github.com/twilightdema/NLP_LIB.git,2,,tensorflow-gpu
NiftyNet,An open-source convolutional neural networks platform for research in medical image analysis and image-guided therapy,http://niftynet.io/,2,,tensorflow-gpu
PLANBERT,A Bi-directional Transformer based sequential baskets recommender which incorporates future items,https://github.com/CAHLR/PLAN-BERT,2,,tensorflow-gpu
PyCLUE,Python toolkit for Chinese Language Understanding Evaluation benchmark.,https://github.com/CLUEBenchmark/PyCLUE,2,,tensorflow-gpu
ReiL,A Reinforcement Learning Module for Python,https://research-git.uiowa.edu/sanzabizadeh/Reinforcement-Learning,2,,tensorflow-gpu
Simba-UW-tf,Toolkit for computer classification of complex social behaviors in experimental animals,https://github.com/sgoldenlab/simba,2,,tensorflow-gpu
Simba-UW-tf-dev,Toolkit for computer classification of complex social behaviors in experimental animals,https://github.com/sgoldenlab/simba,2,,tensorflow-gpu
StrawberryFields-gpu,Open source library for continuous-variable quantum computation,http://xanadu.ai,2,,tensorflow-gpu
SubBrainSegment,Package for subcortical brain segmentation,https://github.com/JENNSHIUAN,2,,tensorflow-gpu
TFTrainer,tensorflow utility trainer.,https://github.com/Nam-SW,2,,tensorflow-gpu
TensorFlowTTS,TensorFlowTTS: Real-Time State-of-the-art Speech Synthesis for TensorFlow 2,https://github.com/tensorspeech/TensorFlowTTS,2,1.0,tensorflow-gpu
TensorflowTTS,TensorflowTTS: Real-Time State-of-the-art Speech Synthesis for Tensorflow 2,https://github.com/dathudeptrai/TensorflowTTS,2,,tensorflow-gpu
TigerSeg,Package for subcortical brain segmentation,https://github.com/JENNSHIUAN,2,,tensorflow-gpu
aixm-gpu,aixm,https://github.com/zxh1993,2,,tensorflow-gpu
attention-tensorflow-mesh,"A bunch of attention related functions, for constructing transformers in tensorflow mesh",https://github.com/lucidrains/attention-tensorflow-mesh,2,,tensorflow-gpu
auDeep,auDeep is a Python toolkit for unsupervised feature learning with deep neural networks (DNNs),https://github.com/auDeep/auDeep,2,,tensorflow-gpu
autodl-gpu,"Automatic Deep Learning, towards fully automated multi-label classification for image, video, text, speech, tabular data.",https://github.com/DeepWisdom/AutoDL,2,,tensorflow-gpu
